Movie_Title,Year,Director,Actors,Rating,Runtime(Mins),Censor,Total_Gross,main_genre,side_genre,source_row_id,movie_title,release_year,decade,director_clean,lead_actor,actor_2,actor_3,actor_4,imdb_rating_10,runtime_minutes,runtime_bucket,censor_rating_clean,gross_usd_millions,gross_bucket,all_genres,main_genre_clean,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_sci_fi,genre_sport,genre_thriller,genre_war,genre_western,preference_action_score,preference_comedy_score,preference_drama_score,preference_sci_fi_score,preference_romance_score,preference_documentary_score,rating_score,recency_score,length_score,popularity_score,family_friendly_score,director_dataset_popularity_score,actor_dataset_popularity_score,mood_relax,mood_funny,mood_emotional,mood_adrenaline,mood_mind_bending,overview_clean,recommendation_explanation_base,data_source_note
Gabbar Is Back,2015,Radha Krishna Jagarlamudi,"Akshay Kumar, Shruti Haasan, Kareena Kapoor, Suman",7.1,128,UA,Gross Unkown,Action," Crime,  Drama",424,Gabbar Is Back,2015,2010s,Radha Krishna Jagarlamudi,Akshay Kumar,Shruti Haasan,Kareena Kapoor,Suman,7.1,128,Standard,UA,,Unknown,"Action, Crime, Drama",Action,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.35,0.0,0.71,0.931,0.85,0.0,0.75,0.1,1.0,0.328,0.183,0.808,0.65,0.242,"Gabbar Is Back is a 2015 Action, Crime, Drama film directed by Radha Krishna Jagarlamudi and starring Akshay Kumar, Shruti Haasan, Kareena Kapoor. IMDb rating: 7.1/10, runtime: 128 minutes.",strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Kung Fu Panda 3,2016,"Directors:Alessandro Carloni, Jennifer Yuh Nelson","Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie",7.1,95,U,$143.53M,Animation," Action,  Adventure",425,Kung Fu Panda 3,2016,2010s,"Directors:Alessandro Carloni, Jennifer Yuh Nelson",Jack Black,Bryan Cranston,Dustin Hoffman,Angelina Jolie,7.1,95,Standard,U,143.53,Medium,"Animation, Action, Adventure",Animation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.35,0.0,0.35,0.0,0.0,0.71,0.941,0.875,0.727,1.0,0.1,1.0,0.439,0.483,0.071,0.829,0.299,"Kung Fu Panda 3 is a 2016 Animation, Action, Adventure film directed by Directors:Alessandro Carloni, Jennifer Yuh Nelson and starring Jack Black, Bryan Cranston, Dustin Hoffman. IMDb rating: 7.1/10, runtime: 95 minutes, reported gross: $143.53M.",strong action/adventure signal; high box-office popularity,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Dragon Ball Z: Doragon bôru Z - Kami to Kami,2013,Masahiro Hosoda,"Masako Nozawa, Hiromi Tsuru, Ryô Horikawa, Masaharu Satô",7.1,85,U,$2.55M,Animation," Action,  Adventure",426,Dragon Ball Z: Doragon bôru Z - Kami to Kami,2013,2010s,Masahiro Hosoda,Masako Nozawa,Hiromi Tsuru,Ryô Horikawa,Masaharu Satô,7.1,85,Short,U,2.55,Low,"Animation, Action, Adventure",Animation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.35,0.0,0.35,0.0,0.0,0.71,0.912,0.792,0.185,1.0,0.1,0.167,0.426,0.483,0.071,0.748,0.299,"Dragon Ball Z: Doragon bôru Z - Kami to Kami is a 2013 Animation, Action, Adventure film directed by Masahiro Hosoda and starring Masako Nozawa, Hiromi Tsuru, Ryô Horikawa. IMDb rating: 7.1/10, runtime: 85 minutes, reported gross: $2.55M.",strong action/adventure signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
God Bless America,2011,Bobcat Goldthwait,"Joel Murray, Tara Lynne Barr, Mackenzie Brooke Smith, Melinda Page Hamilton",7.1,105,R,$0.12M,Action," Comedy,  Crime",427,God Bless America,2011,2010s,Bobcat Goldthwait,Joel Murray,Tara Lynne Barr,Mackenzie Brooke Smith,Melinda Page Hamilton,7.1,105,Standard,R,0.12,Low,"Action, Comedy, Crime",Action,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.45,0.0,0.25,0.0,0.71,0.892,0.958,0.017,0.25,0.2,0.083,0.694,0.858,0.426,0.653,0.187,"God Bless America is a 2011 Action, Comedy, Crime film directed by Bobcat Goldthwait and starring Joel Murray, Tara Lynne Barr, Mackenzie Brooke Smith. IMDb rating: 7.1/10, runtime: 105 minutes, reported gross: $0.12M.",strong action/adventure signal; strong comedy signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Batman v Superman: Dawn of Justice (Ultimate Edition),2016,Zack Snyder,"Amy Adams, Ben Affleck, Henry Cavill, Jesse Eisenberg",7.1,182,R,Gross Unkown,Action," Adventure,  Sci-Fi",428,Batman v Superman: Dawn of Justice (Ultimate Edition),2016,2010s,Zack Snyder,Amy Adams,Ben Affleck,Henry Cavill,Jesse Eisenberg,7.1,182,Epic,R,,Unknown,"Action, Adventure, Sci-Fi",Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.71,0.941,0.4,0.0,0.25,1.0,1.0,0.098,0.108,0.071,0.85,0.592,"Batman v Superman: Dawn of Justice (Ultimate Edition) is a 2016 Action, Adventure, Sci-Fi film directed by Zack Snyder and starring Amy Adams, Ben Affleck, Henry Cavill. IMDb rating: 7.1/10, runtime: 182 minutes.",strong action/adventure signal; strong sci-fi signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Deepwater Horizon,2016,Peter Berg,"Mark Wahlberg, Kurt Russell, Douglas M. Griffin, James DuMont",7.1,107,UA,$61.43M,Action," Drama,  History",429,Deepwater Horizon,2016,2010s,Peter Berg,Mark Wahlberg,Kurt Russell,Douglas M. Griffin,James DuMont,7.1,107,Standard,UA,61.43,Medium,"Action, Drama, History",Action,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.35,0.55,0.71,0.941,0.975,0.604,0.75,1.0,1.0,0.346,0.183,0.808,0.741,0.242,"Deepwater Horizon is a 2016 Action, Drama, History film directed by Peter Berg and starring Mark Wahlberg, Kurt Russell, Douglas M. Griffin. IMDb rating: 7.1/10, runtime: 107 minutes, reported gross: $61.43M.",strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Snowpiercer,2013,Bong Joon Ho,"Chris Evans, Jamie Bell, Tilda Swinton, Ed Harris",7.1,126,A,$4.56M,Action," Sci-Fi,  Thriller",430,Snowpiercer,2013,2010s,Bong Joon Ho,Chris Evans,Jamie Bell,Tilda Swinton,Ed Harris,7.1,126,Standard,A,4.56,Low,"Action, Sci-Fi, Thriller",Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.71,0.912,0.867,0.251,0.25,0.6,1.0,0.168,0.108,0.071,0.888,0.742,"Snowpiercer is a 2013 Action, Sci-Fi, Thriller film directed by Bong Joon Ho and starring Chris Evans, Jamie Bell, Tilda Swinton. IMDb rating: 7.1/10, runtime: 126 minutes, reported gross: $4.56M.",strong action/adventure signal; strong sci-fi signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Dredd,2012,Pete Travis,"Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood",7.1,95,A,$13.41M,Action," Crime,  Sci-Fi",431,Dredd,2012,2010s,Pete Travis,Karl Urban,Olivia Thirlby,Lena Headey,Rachel Wood,7.1,95,Standard,A,13.41,Low,"Action, Crime, Sci-Fi",Action,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.45,1.0,0.0,0.0,0.71,0.902,0.875,0.39,0.25,0.2,0.583,0.169,0.108,0.364,0.909,0.637,"Dredd is a 2012 Action, Crime, Sci-Fi film directed by Pete Travis and starring Karl Urban, Olivia Thirlby, Lena Headey. IMDb rating: 7.1/10, runtime: 95 minutes, reported gross: $13.41M.",strong action/adventure signal; strong sci-fi signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Enthiran,2010,S. Shankar,"Rajinikanth, Aishwarya Rai Bachchan, Danny Denzongpa, Santhanam",7.1,155,U,$4.37M,Action," Sci-Fi,  Thriller",432,Enthiran,2010,2010s,S. Shankar,Rajinikanth,Aishwarya Rai Bachchan,Danny Denzongpa,Santhanam,7.1,155,Long,U,4.37,Low,"Action, Sci-Fi, Thriller",Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.71,0.882,0.625,0.246,1.0,0.1,0.417,0.244,0.221,0.071,0.887,0.742,"Enthiran is a 2010 Action, Sci-Fi, Thriller film directed by S. Shankar and starring Rajinikanth, Aishwarya Rai Bachchan, Danny Denzongpa. IMDb rating: 7.1/10, runtime: 155 minutes, reported gross: $4.37M.",strong action/adventure signal; strong sci-fi signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Iron Man Three,2013,Shane Black,"Robert Downey Jr., Guy Pearce, Gwyneth Paltrow, Don Cheadle",7.1,130,UA,$409.01M,Action," Adventure,  Sci-Fi",433,Iron Man Three,2013,2010s,Shane Black,Robert Downey Jr.,Guy Pearce,Gwyneth Paltrow,Don Cheadle,7.1,130,Standard,UA,409.01,High,"Action, Adventure, Sci-Fi",Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.71,0.912,0.833,0.879,0.75,0.4,1.0,0.237,0.183,0.071,0.982,0.592,"Iron Man Three is a 2013 Action, Adventure, Sci-Fi film directed by Shane Black and starring Robert Downey Jr., Guy Pearce, Gwyneth Paltrow. IMDb rating: 7.1/10, runtime: 130 minutes, reported gross: $409.01M.",strong action/adventure signal; strong sci-fi signal; high box-office popularity,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Flickan som lekte med elden,2009,Daniel Alfredson,"Noomi Rapace, Michael Nyqvist, Lena Endre, Peter Andersson",7.1,129,R,$9.08M,Action," Crime,  Drama",434,Flickan som lekte med elden,2009,2000s,Daniel Alfredson,Noomi Rapace,Michael Nyqvist,Lena Endre,Peter Andersson,7.1,129,Standard,R,9.08,Low,"Action, Crime, Drama",Action,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.35,0.0,0.71,0.873,0.842,0.338,0.25,0.2,1.0,0.251,0.108,0.808,0.701,0.242,"Flickan som lekte med elden is a 2009 Action, Crime, Drama film directed by Daniel Alfredson and starring Noomi Rapace, Michael Nyqvist, Lena Endre. IMDb rating: 7.1/10, runtime: 129 minutes, reported gross: $9.08M.",strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Micmacs à tire-larigot,2009,Jean-Pierre Jeunet,"Dany Boon, André Dussollier, Nicolas Marié, Yolande Moreau",7.1,105,R,$1.26M,Action," Comedy,  Crime",435,Micmacs à tire-larigot,2009,2000s,Jean-Pierre Jeunet,Dany Boon,André Dussollier,Nicolas Marié,Yolande Moreau,7.1,105,Standard,R,1.26,Low,"Action, Comedy, Crime",Action,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.45,0.0,0.25,0.0,0.71,0.873,0.958,0.119,0.25,0.4,0.25,0.694,0.858,0.426,0.668,0.187,"Micmacs à tire-larigot is a 2009 Action, Comedy, Crime film directed by Jean-Pierre Jeunet and starring Dany Boon, André Dussollier, Nicolas Marié. IMDb rating: 7.1/10, runtime: 105 minutes, reported gross: $1.26M.",strong action/adventure signal; strong comedy signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
JCVD,2008,Mabrouk El Mechri,"Jean-Claude Van Damme, Valérie Bodson, Hervé Sogne, Rock Chen",7.1,97,R,$0.47M,Action," Comedy,  Crime",436,JCVD,2008,2000s,Mabrouk El Mechri,Jean-Claude Van Damme,Valérie Bodson,Hervé Sogne,Rock Chen,7.1,97,Standard,R,0.47,Low,"Action, Comedy, Crime",Action,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.45,0.0,0.25,0.0,0.71,0.863,0.892,0.056,0.25,0.1,1.0,0.684,0.858,0.426,0.658,0.187,"JCVD is a 2008 Action, Comedy, Crime film directed by Mabrouk El Mechri and starring Jean-Claude Van Damme, Valérie Bodson, Hervé Sogne. IMDb rating: 7.1/10, runtime: 97 minutes, reported gross: $0.47M.",strong action/adventure signal; strong comedy signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
The Northman,2022,Robert Eggers,"Alexander Skarsgård, Nicole Kidman, Claes Bang, Ethan Hawke",7.1,137,R,Gross Unkown,Action," Adventure,  Drama",437,The Northman,2022,2020s,Robert Eggers,Alexander Skarsgård,Nicole Kidman,Claes Bang,Ethan Hawke,7.1,137,Long,R,,Unknown,"Action, Adventure, Drama",Action,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.35,0.35,0.0,0.71,1.0,0.775,0.0,0.25,0.3,1.0,0.241,0.108,0.808,0.72,0.399,"The Northman is a 2022 Action, Adventure, Drama film directed by Robert Eggers and starring Alexander Skarsgård, Nicole Kidman, Claes Bang. IMDb rating: 7.1/10, runtime: 137 minutes.",strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Wrath of Man,2021,Guy Ritchie,"Jason Statham, Holt McCallany, Josh Hartnett, Rocci Williams",7.1,119,16,Gross Unkown,Action," Crime,  Thriller",438,Wrath of Man,2021,2020s,Guy Ritchie,Jason Statham,Holt McCallany,Josh Hartnett,Rocci Williams,7.1,119,Standard,16,,Unknown,"Action, Crime, Thriller",Action,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.45,0.0,0.0,0.0,0.71,0.99,0.925,0.0,0.5,1.0,1.0,0.214,0.146,0.364,0.65,0.337,"Wrath of Man is a 2021 Action, Crime, Thriller film directed by Guy Ritchie and starring Jason Statham, Holt McCallany, Josh Hartnett. IMDb rating: 7.1/10, runtime: 119 minutes.",strong action/adventure signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Planet Terror,2007,Robert Rodriguez,"Rose McGowan, Freddy Rodríguez, Josh Brolin, Marley Shelton",7.1,105,A,Gross Unkown,Action," Comedy,  Horror",439,Planet Terror,2007,2000s,Robert Rodriguez,Rose McGowan,Freddy Rodríguez,Josh Brolin,Marley Shelton,7.1,105,Standard,A,,Unknown,"Action, Comedy, Horror",Action,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.25,0.0,0.71,0.853,0.958,0.0,0.25,1.0,1.0,0.694,0.858,0.134,0.65,0.142,"Planet Terror is a 2007 Action, Comedy, Horror film directed by Robert Rodriguez and starring Rose McGowan, Freddy Rodríguez, Josh Brolin. IMDb rating: 7.1/10, runtime: 105 minutes.",strong action/adventure signal; strong comedy signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Defiance,2008,Edward Zwick,"Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos",7.1,137,R,$28.64M,Action," Drama,  History",440,Defiance,2008,2000s,Edward Zwick,Daniel Craig,Liev Schreiber,Jamie Bell,Alexa Davalos,7.1,137,Long,R,28.64,Low,"Action, Drama, History",Action,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.35,0.55,0.71,0.863,0.775,0.495,0.25,1.0,1.0,0.241,0.108,0.808,0.724,0.242,"Defiance is a 2008 Action, Drama, History film directed by Edward Zwick and starring Daniel Craig, Liev Schreiber, Jamie Bell. IMDb rating: 7.1/10, runtime: 137 minutes, reported gross: $28.64M.",strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Shooter,2007,Antoine Fuqua,"Mark Wahlberg, Michael Peña, Rhona Mitra, Danny Glover",7.1,124,A,$47.00M,Action," Drama,  Thriller",441,Shooter,2007,2000s,Antoine Fuqua,Mark Wahlberg,Michael Peña,Rhona Mitra,Danny Glover,7.1,124,Standard,A,47.0,Low,"Action, Drama, Thriller",Action,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,1.0,0.0,0.35,0.0,0.71,0.853,0.883,0.566,0.25,1.0,1.0,0.257,0.108,0.808,0.735,0.392,"Shooter is a 2007 Action, Drama, Thriller film directed by Antoine Fuqua and starring Mark Wahlberg, Michael Peña, Rhona Mitra. IMDb rating: 7.1/10, runtime: 124 minutes, reported gross: $47.00M.",strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Man of Steel,2013,Zack Snyder,"Henry Cavill, Amy Adams, Michael Shannon, Diane Lane",7.1,143,UA,$291.05M,Action," Adventure,  Sci-Fi",442,Man of Steel,2013,2010s,Zack Snyder,Henry Cavill,Amy Adams,Michael Shannon,Diane Lane,7.1,143,Long,UA,291.05,High,"Action, Adventure, Sci-Fi",Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.71,0.912,0.725,0.83,0.75,1.0,1.0,0.221,0.183,0.071,0.975,0.592,"Man of Steel is a 2013 Action, Adventure, Sci-Fi film directed by Zack Snyder and starring Henry Cavill, Amy Adams, Michael Shannon. IMDb rating: 7.1/10, runtime: 143 minutes, reported gross: $291.05M.",strong action/adventure signal; strong sci-fi signal; high box-office popularity,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Rocky Balboa,2006,Sylvester Stallone,"Sylvester Stallone, Antonio Tarver, Milo Ventimiglia, Burt Young",7.1,102,U,$70.27M,Action," Drama,  Sport",443,Rocky Balboa,2006,2000s,Sylvester Stallone,Sylvester Stallone,Antonio Tarver,Milo Ventimiglia,Burt Young,7.1,102,Standard,U,70.27,Medium,"Action, Drama, Sport",Action,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,1.0,0.0,0.35,0.45,0.71,0.843,0.933,0.623,1.0,0.6,1.0,0.377,0.221,0.808,0.743,0.242,"Rocky Balboa is a 2006 Action, Drama, Sport film directed by Sylvester Stallone and starring Sylvester Stallone, Antonio Tarver, Milo Ventimiglia. IMDb rating: 7.1/10, runtime: 102 minutes, reported gross: $70.27M.",strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Don,2006,Farhan Akhtar,"Shah Rukh Khan, Priyanka Chopra Jonas, Arjun Rampal, Isha Koppikar",7.1,178,UA,$0.80M,Action," Crime,  Thriller",444,Don,2006,2000s,Farhan Akhtar,Shah Rukh Khan,Priyanka Chopra Jonas,Arjun Rampal,Isha Koppikar,7.1,178,Epic,UA,0.8,Low,"Action, Crime, Thriller",Action,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.45,0.0,0.0,0.0,0.71,0.843,0.433,0.086,0.75,0.3,1.0,0.177,0.183,0.364,0.663,0.337,"Don is a 2006 Action, Crime, Thriller film directed by Farhan Akhtar and starring Shah Rukh Khan, Priyanka Chopra Jonas, Arjun Rampal. IMDb rating: 7.1/10, runtime: 178 minutes, reported gross: $0.80M.",strong action/adventure signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Deja Vu,2006,Tony Scott,"Denzel Washington, Paula Patton, Jim Caviezel, Val Kilmer",7.1,126,UA,$64.04M,Action," Crime,  Sci-Fi",445,Deja Vu,2006,2000s,Tony Scott,Denzel Washington,Paula Patton,Jim Caviezel,Val Kilmer,7.1,126,Standard,UA,64.04,Medium,"Action, Crime, Sci-Fi",Action,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.45,1.0,0.0,0.0,0.71,0.843,0.867,0.61,0.75,1.0,1.0,0.243,0.183,0.364,0.942,0.637,"Deja Vu is a 2006 Action, Crime, Sci-Fi film directed by Tony Scott and starring Denzel Washington, Paula Patton, Jim Caviezel. IMDb rating: 7.1/10, runtime: 126 minutes, reported gross: $64.04M.",strong action/adventure signal; strong sci-fi signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Pirates of the Caribbean: At World's End,2007,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Geoffrey Rush",7.1,169,UA,$309.42M,Action," Adventure,  Fantasy",446,Pirates of the Caribbean: At World's End,2007,2000s,Gore Verbinski,Johnny Depp,Orlando Bloom,Keira Knightley,Geoffrey Rush,7.1,169,Long,UA,309.42,High,"Action, Adventure, Fantasy",Action,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.65,0.0,0.0,0.71,0.853,0.508,0.838,0.75,1.0,1.0,0.189,0.183,0.071,0.906,0.434,"Pirates of the Caribbean: At World's End is a 2007 Action, Adventure, Fantasy film directed by Gore Verbinski and starring Johnny Depp, Orlando Bloom, Keira Knightley. IMDb rating: 7.1/10, runtime: 169 minutes, reported gross: $309.42M.",strong action/adventure signal; high box-office popularity,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Fanaa,2006,Kunal Kohli,"Aamir Khan, Kajol, Rishi Kapoor, Tabu",7.1,168,U,$2.10M,Action," Drama,  Romance",447,Fanaa,2006,2000s,Kunal Kohli,Aamir Khan,Kajol,Rishi Kapoor,Tabu,7.1,168,Long,U,2.1,Low,"Action, Drama, Romance",Action,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.25,1.0,0.0,1.0,0.0,0.71,0.843,0.517,0.165,1.0,0.1,1.0,0.59,0.409,0.971,0.675,0.242,"Fanaa is a 2006 Action, Drama, Romance film directed by Kunal Kohli and starring Aamir Khan, Kajol, Rishi Kapoor. IMDb rating: 7.1/10, runtime: 168 minutes, reported gross: $2.10M.",strong action/adventure signal; strong drama signal; strong romance signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Flags of Our Fathers,2006,Clint Eastwood,"Ryan Phillippe, Barry Pepper, Joseph Cross, Jesse Bradford",7.1,135,U,$33.60M,Action," Adventure,  Drama",448,Flags of Our Fathers,2006,2000s,Clint Eastwood,Ryan Phillippe,Barry Pepper,Joseph Cross,Jesse Bradford,7.1,135,Long,U,33.6,Low,"Action, Adventure, Drama",Action,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.35,0.35,0.0,0.71,0.843,0.792,0.518,1.0,1.0,0.917,0.356,0.221,0.808,0.798,0.399,"Flags of Our Fathers is a 2006 Action, Adventure, Drama film directed by Clint Eastwood and starring Ryan Phillippe, Barry Pepper, Joseph Cross. IMDb rating: 7.1/10, runtime: 135 minutes, reported gross: $33.60M.",strong action/adventure signal; strong drama signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Banlieue 13,2004,Pierre Morel,"Cyril Raffaelli, David Belle, Tony D'Amario, Bibi Naceri",7.1,84,UA 16+,$1.20M,Action," Crime,  Sci-Fi",449,Banlieue 13,2004,2000s,Pierre Morel,Cyril Raffaelli,David Belle,Tony D'Amario,Bibi Naceri,7.1,84,Short,UA 16+,1.2,Low,"Action, Crime, Sci-Fi",Action,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.45,1.0,0.0,0.0,0.71,0.824,0.783,0.115,0.5,0.5,0.25,0.192,0.146,0.364,0.867,0.637,"Banlieue 13 is a 2004 Action, Crime, Sci-Fi film directed by Pierre Morel and starring Cyril Raffaelli, David Belle, Tony D'Amario. IMDb rating: 7.1/10, runtime: 84 minutes, reported gross: $1.20M.",strong action/adventure signal; strong sci-fi signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
Ong-bak,2003,Prachya Pinkaew,"Tony Jaa, Phetthai Vongkumlao, Pumwaree Yodkamol, Suchao Pongwilai",7.1,108,R,$4.56M,Action," Crime,  Thriller",450,Ong-bak,2003,2000s,Prachya Pinkaew,Tony Jaa,Phetthai Vongkumlao,Pumwaree Yodkamol,Suchao Pongwilai,7.1,108,Standard,R,4.56,Low,"Action, Crime, Thriller",Action,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.45,0.0,0.0,0.0,0.71,0.814,0.983,0.251,0.25,0.2,0.333,0.185,0.108,0.364,0.688,0.337,"Ong-bak is a 2003 Action, Crime, Thriller film directed by Prachya Pinkaew and starring Tony Jaa, Phetthai Vongkumlao, Pumwaree Yodkamol. IMDb rating: 7.1/10, runtime: 108 minutes, reported gross: $4.56M.",strong action/adventure signal,"Derived from uploaded Kaggle IMDb_Genres.csv fields: title, year, director, actors, rating, runtime, gross and genres."
